MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
54.364880952381,10.3995099767804,2.29890039413554,29,0.0144538810669494,51.1387789373867,Inf,368,422,380,55.5083333333333,2.80071741118708,29,0.00449135626824075,52.16656168567,Inf
