MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
54.4756666666667,10.0346189113191,2.44296630980384,29,0.0104460784948104,51.362759966083,Inf,484,582,500,55.8083333333333,2.93753085948055,29,0.00321139105963257,52.4486763227761,Inf
