MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
58.6960784313726,15.1108836682062,3.1520580948674,29,0.00187478311567644,54.0084294595278,Inf,462,970,538,64.6166666666667,4.16519518178636,29,0.000127510165172284,58.6540233120969,Inf
