MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
57.0135882016037,10.78012160479,3.5635038340973,29,0.000644769247936343,53.6694140906363,Inf,236,816,502,60.9416666666667,3.79703932375832,29,0.00034607775482066,56.0454093557857,Inf
