MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
55.6944731404959,10.4902396420401,2.54612358473049,21,0.00940075593669372,51.8459858555402,Inf,226,356,258,58.4488636363636,3.41216759772075,21,0.00131103000723221,54.188134430445,Inf
