MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
60.7670002411382,12.0453152520705,4.19264307826034,21,0.000204958771041151,56.3480122892232,Inf,394,1146,488,71.8636363636364,5.40444564700273,21,1.16072363072761e-05,64.9023863928365,Inf
