MeanAccuracy,MeanSD,Meant,MeanDF,Meanp,MeanCI_lower,MeanCI_upper,SigClusterOnset,SigClusterOffset,PeakLatency,PeakAccuracy,Peakt,PeakDF,Peakp,PeakCI_lower,PeakCI_upper
58.1279574592075,11.0640238955188,3.44571741003578,21,0.00121160201030569,54.0689696061836,Inf,146,924,246,62.9488636363636,3.72353312407453,21,0.000627940697111146,56.9648520916054,Inf
